feature,mu_gain,pi_gain,total_gain
X966,8.406122207641602,2.239843988418579,10.645966196060181
X386,6.041390037536621,4.493012022972107,10.534402060508729
X942,3.2078020095825197,7.177487993240357,10.385290002822877
X496,5.46355791091919,3.833758020401001,9.29731593132019
X373,6.721380043029785,2.454890012741089,9.176270055770875
X927,3.8840139389038084,5.2862220287323,9.170235967636108
X364,8.69165210723877,0.47318201065063475,9.164834117889406
X913,5.480344009399414,3.3157000064849855,8.7960440158844
X961,0.0,8.765553998947144,8.765553998947144
X950,4.497478103637695,4.1438260793685915,8.641304183006287
X611,0.0,7.863944029808044,7.863944029808044
X971,1.9389400482177734,5.798967444896698,7.737907493114472
X914,1.3700320243835449,6.348484015464782,7.7185160398483275
X645,1.4729900360107422,5.883453989028931,7.356444025039673
X947,5.651940155029297,1.3979619503021241,7.049902105331421
X970,2.542239952087402,4.325346064567566,6.867586016654968
X964,4.430299949645996,2.4236298203468323,6.8539297699928285
X948,0.0,6.795941996574402,6.795941996574402
X589_missing,3.9980140686035157,2.1907700300216675,6.188784098625183
X919,5.249139976501465,0.7900059938430786,6.039145970344544
X969,2.5566600799560546,3.0684394001960755,5.62509948015213
X915,1.9314800262451173,3.6605520248413086,5.592032051086425
X590_missing,5.525559997558593,0.0,5.525559997558593
X385,0.0,5.352170014381409,5.352170014381409
X925,0.0,5.327262365818024,5.327262365818024
X302,2.7252599716186525,2.58842396736145,5.313683938980103
X433,2.2108999252319337,2.845982003211975,5.056881928443909
X586_missing,4.093620109558105,0.8886280059814453,4.982248115539551
X366,4.731760025024414,0.0,4.731760025024414
X514,4.467535972595215,0.0,4.467535972595215
X367,0.0,3.924280047416687,3.924280047416687
X472,2.421540069580078,1.2659460067749024,3.6874860763549804
X369,1.7455499649047852,1.614885973930359,3.360435938835144
X578_missing,2.3977800369262696,0.6481900215148926,3.045970058441162
X588_missing,2.9542999267578125,0.0,2.9542999267578125
X594_missing,2.6047000885009766,0.0,2.6047000885009766
X516,2.4827199935913087,0.0,2.4827199935913087
X636,1.9904020309448243,0.0,1.9904020309448243
X957,0.0,1.8433599472045898,1.8433599472045898
X945,1.65173397064209,0.0,1.65173397064209
X368,0.0,1.064567995071411,1.064567995071411
X946,0.0,1.005947971343994,1.005947971343994
X471,0.0,0.9604220390319824,0.9604220390319824
X474,0.0,0.44917798042297363,0.44917798042297363
X1082,0.0,0.0,0.0
X476,0.0,0.0,0.0
X384,0.0,0.0,0.0
X372,0.0,0.0,0.0
X374,0.0,0.0,0.0
X512,0.0,0.0,0.0
X477,0.0,0.0,0.0
X375,0.0,0.0,0.0
X470,0.0,0.0,0.0
X921,0.0,0.0,0.0
X954,0.0,0.0,0.0
X933,0.0,0.0,0.0
X469,0.0,0.0,0.0
X587_missing,0.0,0.0,0.0
X996,0.0,0.0,0.0
X467,0.0,0.0,0.0
X468,0.0,0.0,0.0
X727_missing,0.0,0.0,0.0
